Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
NEVERBLAND,Design,Digital Product Studio,4.7,11 REVIEWS,No,"$50,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Custom Software Development,UX/UI Design,Web Design,Web Development,Branding,Logo","20,20,20,20,10,10",“Their interpretation of our needs and the design are exceptional.”,https://neverbland.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/neverbland
Lighthouse,Design,The number one UX design partner for product teams,4.9,34 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"London, United Kingdom","UX/UI Design,Product Design","90,10",“Our experience working with Lighthouse has been extremely positive; they’ve been a fantastic partner.”,https://wearelighthouse.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/lighthouse-2
Five Jars,Design,⭐️⭐️⭐️⭐️⭐️ OUTSTANDING WEB DESIGN & DEVELOPMENT,4.9,25 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Brooklyn, NY","Web Development,Web Design,UX/UI Design,Custom Software Development,Search Engine Optimization","60,20,10,5,5","""Five Jars is truly the best website development and support partner I have worked with.""",https://fivejars.com/services/design?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/five-jars
IKM,Design,REIMAGINE YOUR BRAND,4.9,4 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Herndon, VA","Branding,Graphic Design,Web Design,Logo,Other","30,30,30,5,5","""We were impressed with their ability to juggle a lot of concurrent pieces.""",http://www.ikmcreative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ikm
North Street Creative,Design,Crafting first and lasting impressions,5.0,24 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"New York, NY","Branding,Web Design,Graphic Design,Web Development","30,30,20,20","""They were beyond easy to work with from start to finish.""",https://northstreetcreative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/north-street-creative
Temper And Forge,Design,WordPress Development & Design,5.0,41 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Boston, MA","Web Design,Web Development,Branding,Print Design,UX/UI Design","35,35,10,10,10","""Temper And Forge was one of the most professional companies I’ve ever worked with.""",https://temperandforge.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/temper-forge
"OrangeYouGlad, LLC",Design,Brooklyn's freshest little creative agency,5.0,12 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Brooklyn, NY","UX/UI Design,Branding,Logo","50,25,25","""They became valuable thought partners, offering valuable insights and expertise to enhance our project.""",http://www.orangeyouglad.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/orangeyouglad
Leo9 Studio,Design,"We Design, Digitize, & Grow Your Business.",4.9,24 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Mumbai, India","Web Design,UX/UI Design,Branding","40,35,25","""They gave us a professional site that's easy to update.""",http://www.leo9studio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/leo9-studio
Webcapitan,Design,UI/UX and WordPress development experts,5.0,21 REVIEWS,No,"$1,000+",< $25 / hr,10 - 49,"Vinnytsia, Ukraine","Web Design,Web Development,UX/UI Design,E-Commerce Development,Graphic Design,Search Engine Optimization,Logo","25,25,15,10,10,10,5","""Their highly skilled and responsive team provided great advice and guidance throughout the software development…""",https://webcapitan.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory#/home,https://clutch.co/profile/webcapitan
Arounda,Design,"Product Design Agency: SaaS, B2B, Fintech Web3",5.0,24 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Odesa, Ukraine","UX/UI Design,Branding,Graphic Design,Web Design","70,10,10,10","""The value of their work is good — an improvement from that of past vendors.""",https://www.arounda.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/arounda
Excited,Design,"Product Design Agency | Web, SaaS, Mobile",5.0,37 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"L'viv, Ukraine","UX/UI Design,Web Design","90,10","""I am continually impressed with the quality, communication, and value they consistently provide.""",https://www.excited.agency/,https://clutch.co/profile/excited
Ester Digital,Design,"Websites, brand projection & visual content",5.0,31 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"New York, NY","UX/UI Design,Branding,Custom Software Development,Web Design,Web Development,Digital Strategy,E-Commerce Development,Graphic Design,IT Managed Services,IT Staff Augmentation,IT Strategy Consulting,Logo,Other IT Consulting and SI,Product Design","15,10,10,10,10,5,5,5,5,5,5,5,5,5","""Their visual design skills are top-tier. They make things look good, and they do it quickly.""",https://ester.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ester-digital
Social Driver,Design,Experience digital with us.,4.9,67 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Washington, DC","Social Media Marketing,Web Design,Web Development,Advertising,Branding,UX/UI Design,Video Production","30,15,15,10,10,10,10","“They’re hyper-client-centric, so they always try to do what’s best for us.”",http://www.socialdriver.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/social-driver
Supercharge,Design,Digital Product Innovation Agency,4.8,18 REVIEWS,No,"$50,000+",Undisclosed,50 - 249,"London, United Kingdom","Digital Strategy,Web Development,Mobile App Development,Product Design,UX/UI Design,Custom Software Development","25,20,15,15,15,10","""They understand what to deliver, and how to do create what you want, not just what you ask for.""",http://www.supercharge.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/supercharge
BlueLabel,Design,Innovate With Confidence,4.7,57 REVIEWS,No,"$75,000+",$100 - $149 / hr,50 - 249,"New York, NY","Mobile App Development,AI Consulting,Product Design,Web Development","50,20,20,10","""The team has been highly responsive and available for any and all questions.""",https://bluelabellabs.com/clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/bluelabel
Xfive,Design,Delivering Digital Products since 2005,5.0,42 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Kraków, Poland","Web Development,E-Commerce Development,Web Design","50,25,25",“They go above and beyond in terms of their deliverables.”,https://www.xfive.co/partners/clutch/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/xfive
Infinum,Design,Digital products that solve real-life problems,4.8,44 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"New York, NY","Custom Software Development,Mobile App Development,UX/UI Design,Web Development,BI & Big Data Consulting & SI","30,30,20,15,5","""Infinum had a well-realized way of work that we were able to onboard and blend with our existing tools.""",https://infinum.com/clutch-lp/?utm_source=clutch.co&utm_campaign=profile-info-company-website&utm_medium=referral,https://clutch.co/profile/infinum
ThreeSixtyEight,Design,Challenge common thinking,4.9,45 REVIEWS,No,"$75,000+",$150 - $199 / hr,10 - 49,"Baton Rouge, LA","Web Design,Marketing Strategy,Branding,UX/UI Design,Advertising","30,25,20,15,10","""Working with ThreeSixtyEight has been transformational rather than transactional.""",https://www.threesixtyeight.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/threesixtyeight
Evolve Collaborative,Design,A Collaborative Agency,5.0,5 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"Portland, OR","Branding,Digital Strategy,Product Design,UX/UI Design,Corporate Training & Coaching,Packaging Design","20,20,20,20,10,10","""The thought partner we have in this team is incredible.""",https://evolvecollaborative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/evolve-collaborative
Aras Digital Products,Design,Creators of end-to-end digital products.,5.0,20 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Zagreb, Croatia","Custom Software Development,Mobile App Development,Product Design,UX/UI Design,Web Development","20,20,20,20,20","“The team was always willing and eager to do their best, no matter what.”",https://arasdigital.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aras-digital-products
Passionate Design Agency,Design,Premium Design Made Affordable,5.0,40 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Graphic Design,Web Design,Branding,E-Commerce Development,Logo,Print Design,Search Engine Optimization,UX/UI Design","20,20,10,10,10,10,10,10","""What impressed us most about Passionate Design Agency was their creativity and dedication to the project.""",https://passionates.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/passionate-design-agency
"Lentini Design & Marketing, Inc.",Design,We Message Our Clients' “Magic”,5.0,2 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Los Angeles, CA","Graphic Design,Web Design,Other Digital Marketing,Social Media Marketing,Print Design,UX/UI Design","25,25,15,15,10,10","""I'm impressed with their personal approach and how fast they can make things happen!""",https://lentinidesign.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/lentini-design-marketing
Osedea,Design,"Code forth and prosper, with Osedea.",4.8,23 REVIEWS,No,"$50,000+",$100 - $149 / hr,50 - 249,"Montreal, Canada","Custom Software Development,Mobile App Development,UX/UI Design,AI Development","30,30,30,10","""They accommodated our requests as the project went into the plan.""",https://www.osedea.com/?utm_source=clutch&utm_medium=social,https://clutch.co/profile/osedea
WEBO Digital,Design,Creating Intuitive Customer Experiences,4.9,22 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Perth, Australia","Custom Software Development,Web Design,Web Development,E-Commerce Development,Mobile App Development,UX/UI Design","25,25,20,10,10,10","""I'm impressed with their ability to figure stuff out and make things work."" """,https://webo.digital/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/webo-digital
Deal Design,Design,Creativity that Accelerates Brands,4.9,30 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"San Diego, CA","Packaging Design,Print Design,Web Design","70,20,10",“I’ve been pleased with the way we work together and the quality of their service.”,https://dealdesign.com/estimate/,https://clutch.co/profile/deal-design
Isadora Agency,Design,Leader in Enterprise Digital Transformations,4.8,17 REVIEWS,No,"$75,000+",$150 - $199 / hr,10 - 49,"Manhattan Beach, CA","Web Design,Web Development,E-Commerce Development,Product Design,UX/UI Design","30,25,20,15,10","""They listened to our needs, addressed any questions quickly yet thoroughly, and made great recommendations.""",https://isadoradigitalagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=profile&utm_term=visit-site,https://clutch.co/profile/isadora-agency
OAK'S LAB,Design,Empowered Product Teams. For Startups.,4.9,18 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Prague, Czech Republic","Custom Software Development,Web Development,UX/UI Design,AI Development,Mobile App Development,Product Design","35,20,15,10,10,10","""They really put the process in a way that I can understand and help me focus on my responsibilities as a CEO.""",https://www.oakslab.com/oaks-digital?utm_source=clutch&utm_medium=referral&utm_campaign=directory&utm_id=directory,https://clutch.co/profile/oaks-lab
ENDERTECH,Design,// LOVE THY NEIGHBOR. MASTER THY CRAFT.,4.9,30 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Custom Software Development,E-Commerce Development,UX/UI Design,Web Design,Web Development","30,30,15,15,10",“They were fully capable of providing us all the help we needed.”,https://endertech.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/endertech
Momentum Design Lab,Design,Creating the Future State - #1 UX Agency 2016-23,4.8,81 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"San Mateo, CA",UX/UI Design,100,“Momentum Design Lab performed their service at a high standard.”,https://www.momentumdesignlab.com/?utm_source=clutch.co&utm_campaign=clutch%20reviews&utm_medium=referral,https://clutch.co/profile/momentum-design-lab
Digital Butlers,Design,"Award-winning 🏆 studio, loyal to your vision.",4.9,21 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Limassol, Cyprus","Web Development,UX/UI Design,Web Design","60,20,20","""They spent hundreds of hours designing, building, and polishing the website to perfection.""",https://digitalbutlers.team/?utm_source=clutch&utm_medium=profile&utm_campaign=page,https://clutch.co/profile/digital-butlers
Wolf&Whale,Design,Great Design is a Force of Nature.,4.9,16 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Brooklyn, NY","Branding,UX/UI Design,Web Design,Product Design,Web Development","30,30,20,10,10","""They have a great ability to take stressful moments and easily create stunning and detail-oriented designs.""",https://www.wolfwhale.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wolfwhale
Wax Creek,Design,in a sky full of stars... be the moon,4.9,22 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Greenwood Village, CO","Branding,Logo,Web Design,Graphic Design","50,20,20,10",“They’re also great at driving things forward and are incredibly helpful and responsive.”,https://waxcreek.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wax-creek
Shakuro,Design,"Crafting Brands, Building Apps and Websites",4.9,49 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Lewes, DE","Web Development,Mobile App Development,Web Design,UX/UI Design","40,30,20,10","“The team's timely, cost-effective, and consistent high-caliber work sets them apart.”",https://shakuro.com/?utm_source=clutch.co&utm_medium=profile-link&utm_campaign=listing,https://clutch.co/profile/shakuro
Fishfinger Creative Agency,Design,We turn regular fish into rockstars!,4.9,18 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Branding,Web Design,Graphic Design,Packaging Design,Advertising","25,25,20,20,10","""Fishfinger was very adaptable to work with what we had.""",https://fishfinger.me/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/fishfinger-creative-agency
Goji Labs,Design,Build It Right The First Time,5.0,55 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","Mobile App Development,UX/UI Design,Custom Software Development,Web Development","40,40,10,10",“Goji Labs is very forward-thinking and knowledgeable in their space.”,https://gojilabs.com/product-agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/goji-labs
Velir,Design,We Build Measurable Digital Solutions,5.0,1 REVIEW,No,"$100,000+",$150 - $199 / hr,50 - 249,"Somerville, MA","Web Development,Digital Strategy,UX/UI Design,Web Design","40,20,20,20","""Velir is very structured and thorough in their approach.""",https://www.velir.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/velir
Venthio,Design,Brand Marketing: Insight - intelligence - design.,5.0,24 REVIEWS,No,"$25,000+",$200 - $300 / hr,2 - 9,"Laguna Beach, CA","Branding,Graphic Design,Logo,Web Design","45,20,20,15",“Venthio understood our industry trends and built an impactful brand that set us apart from competitors.”,https://www.venthio.com/?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/venthio
PopArt Studio,Design,Full-service web design and development agency,5.0,58 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Chicago, IL","Web Design,Web Development,Search Engine Optimization","55,35,10",“Our developer had a lot of experience and was able to guide us.”,https://www.popwebdesign.net/index_eng.html?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/popart-studio
Chromatix,Design,#1 Websites That Make Your Phone Ring - Est. 2009,5.0,9 REVIEWS,No,"$5,000+",$150 - $199 / hr,10 - 49,"Canterbury, Australia","Web Design,Web Development,Digital Strategy,E-Commerce Development,Other Digital Marketing,UX/UI Design","30,30,10,10,10,10","""They helped and over-delivered in a lot of ways.""",https://www.chromatix.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/chromatix
LeverageUX Design House,Design,"SaaS, Dashboards, AI/ML, Web & Mobile Apps for B2B",4.9,43 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Santa Rosa, CA","UX/UI Design,Web Design","90,10",“I also really admire their work culture; they take great pride in their work and do what they say.”,https://leverageux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/leverageux-design-house
Creative Brand Design,Design,Experts in Website Design & Development,5.0,44 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Web Design,E-Commerce Development,Search Engine Optimization,Branding","75,10,10,5","""They created visually appealing designs from scratch and made them look complete and coherent in only three weeks.""",https://www.cbwebsitedesign.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/creative-brand-design
Andersen Inc.,Design,Software Solutions to Transform your Business,4.9,113 REVIEWS,No,"$50,000+",$50 - $99 / hr,"1,000 - 9,999","New York, NY","Custom Software Development,IT Managed Services,Mobile App Development,Application Testing,IT Strategy Consulting,UX/UI Design,Web Development","30,15,15,10,10,10,10","""The team is very professional, everything is clearly documented, and the quality of the work produced is outstanding.""",https://andersenlab.com/?utm_source=clutch&utm_medium=buttom,https://clutch.co/profile/andersen
Linkup Studio,Design,Digital partner for your app excellence,4.9,46 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"L'viv, Ukraine","AI Consulting,AI Development,Mobile App Development,UX/UI Design","30,30,20,20","""We've grown from 1–2 teammates working on small-scale projects to an eight-person, full-time team.""",https://linkupst.com/services/digital-product-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/linkup-studio
yumeda studio,Design,Clear Strategy Creative Design,5.0,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Weinheim, Germany","Branding,Digital Strategy,UX/UI Design,Web Design,Web Development","20,20,20,20,20","""The communication went smoothly via Slack, and changes were quickly implemented.""",https://yumeda.de/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/yumeda-studio
Pen & Mug,Design,Caffeine-fueled graphic/web design studio,5.0,22 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Nashville, TN","Branding,Web Design,Graphic Design,Web Development,Logo,UX/UI Design","25,25,15,15,10,10","""No matter where my career takes me, Pen & Mug will come along.""",https://penandmug.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pen-mug
DOOR3,Design,Independence is the difference.,4.9,33 REVIEWS,No,"$25,000+",$150 - $199 / hr,50 - 249,"New York, NY","Custom Software Development,UX/UI Design,Enterprise App Modernization,Mobile App Development","40,40,10,10","""Their professionalism, knowledge, and expertise are what make them stand out.""",https://www.door3.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/door3
"Oomph, Inc.",Design,Experts in Digital Platform Strategy and Delivery,5.0,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Providence, RI","Web Development,Digital Strategy,UX/UI Design,Web Design,Custom Software Development","30,20,20,20,10","""Their designers can quickly understand our complex business situation.""",https://oomphinc.com/?utm_source=clutch&utm_medium=referral&utm_campaign=profile,https://clutch.co/profile/oomph-0
Qubstudio,Design,Digital Product Design and Branding Agency,4.9,64 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"London, United Kingdom",UX/UI Design,100,"""Qubstudio brings to bear some of the best designers and analysts that I have worked with in the past 30 years.""",http://qubstudio.com/?utm_source=clutch.co&utm_campaign=listing,https://clutch.co/profile/qubstudio
Designli,Design,Transformative By Design.,5.0,52 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Greenville, SC","Mobile App Development,Custom Software Development,UX/UI Design,Web Development","50,20,20,10","""Working with Designli has been one of the best experiences I’ve ever had.""",https://campaign.designli.co/ux-ui-design?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/designli
Brand Vision,Design,Award-Winning Marketing & Web Design Agency,5.0,44 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Toronto, Canada","Web Design,Web Development,Branding,Search Engine Optimization,UX/UI Design","50,20,10,10,10","""I am very satisfied with their taste and style of design and communication.""",https://www.brandvm.com/clutch,https://clutch.co/profile/brand-vision-1
The Story | UX Design + Custom Development,Design,Approach. Design. Expertise. Contract. Pricing. 😍,5.0,20 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland","UX/UI Design,Custom Software Development,Web Development,Web Design","40,30,20,10","""Their passion, professionalism, transparency, and love of detail were astonishing.""",https://thestory.is/en/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/story-ux-design-custom-development
Specno,Design,Design-Build-Launch Mobile and Web Applications,5.0,30 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Cape Town, South Africa","Mobile App Development,Custom Software Development,UX/UI Design","60,20,20",“They stepped into the startup mind and assisted us by looking holistically at everything.”,https://www.specno.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/specno
DesignPax,Design,Turn your website visitors into loyal customers!,5.0,9 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Burbank, CA","Web Development,E-Commerce Development,UX/UI Design,Graphic Design,Web Design","40,20,20,10,10","""They are a dream team.""",https://www.designpax.com/,https://clutch.co/profile/designpax
Aufait UX,Design,Empowering brands with exceptional UI UX designs,4.9,23 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Bengaluru, India","UX/UI Design,Product Design","70,30","""The entire team was very talented, dedicated, and easy to communicate with.""",http://www.aufaitux.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aufait-ux
Pushstart Creative,Design,Product Design & Development Agency Austin Texas,5.0,2 REVIEWS,No,"$10,000+",Undisclosed,10 - 49,"Austin, TX","Product Design,UX/UI Design,Branding,Custom Software Development,Packaging Design","35,35,10,10,10","""Their range of skillsets and speed of execution was impressive.""",http://pushstartcreative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pushstart-creative
BOWEN,Design,Premium Web Design Agency based in the USA,5.0,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Mineola, NY","Web Design,Web Development,UX/UI Design","50,30,20","""I was impressed by their eagerness to build something very successful for our business.""",https://www.bowenmedia.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/bowen
Neuron,Design,UX/UI Design for B2B Workplace Products,5.0,39 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"San Francisco, CA",UX/UI Design,100,“Neuron seemed to have the magic blend between operating strategically and executing tactically.”,https://www.neuronux.com/home?utm_source=clutch&utm_medium=referral,https://clutch.co/profile/neuron
Netguru,Design,Building digital solutions for world changers,4.8,51 REVIEWS,No,"$25,000+",$50 - $99 / hr,250 - 999,"Poznań, Poland","Mobile App Development,Web Development,BI & Big Data Consulting & SI,Cloud Consulting & SI,Web Design","35,35,10,10,10","""Netguru’s biggest strength is their people-first approach.""",https://www.netguru.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/netguru
MindSea,Design,Health & Wellness App Design & Development,5.0,28 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Halifax, Canada","Mobile App Development,UX/UI Design,Web Development","60,20,20","“They’re giving our customers a seamless, stable experience with no downtime.”",https://mindsea.com/clutch/,https://clutch.co/profile/mindsea
HUEMOR,Design,"Memorable Websites, Guaranteed Results.",4.8,45 REVIEWS,No,"$5,000+",$150 - $199 / hr,50 - 249,"Pittsburgh, PA","Web Design,Web Development","60,40","""No one on our team has ever been involved in a redesign, but Huemor made everything smooth and easy.""",http://huemor.rocks/,https://clutch.co/profile/huemor
AtticSalt Branding,Design,Brand Mastery,5.0,25 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Scottsdale, AZ","Branding,Graphic Design,Logo","70,15,15",“I truly can’t say enough good things about how great our experience was with AtticSalt Branding.”,http://atticsalt.co/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/atticsalt-branding
Super User Studio,Design,"Digital Product, Design & Innovation for B2B SaaS",4.8,9 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"London, United Kingdom","Product Design,UX/UI Design,Business Consulting","40,40,20","""Super User Studio was very responsive and flexible to our needs.""",https://www.superuserstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/super-user-studio
TekRevol,Design,Digital Transformation Company,4.8,67 REVIEWS,No,"$25,000+",$50 - $99 / hr,250 - 999,"Houston, TX","Mobile App Development,Custom Software Development,Web Design,Web Development,Blockchain","45,30,10,10,5","“They’re experienced, knowledgeable, and resourceful.”",https://www.tekrevol.com/?utm_source=clutch-referrer&utm_medium=clutch-profile&utm_campaign=clutch&utm_id=clutch,https://clutch.co/profile/tekrevol
Brash Inc.,Design,Product development and design for global brands.,4.9,5 REVIEWS,No,"$100,000+",$100 - $149 / hr,10 - 49,"Ottawa, Canada","Product Design,IoT Development,Custom Software Development,UX/UI Design","50,20,15,15","“Their expertise, professionalism, and commitment to customer satisfaction are unparalleled.”",http://www.brashinc.com/,https://clutch.co/profile/brash
Praxent,Design,Praxent is The Fintech Product Agency™,4.8,65 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Austin, TX","Custom Software Development,Mobile App Development,UX/UI Design","40,30,30","""This specialization allows them to engage with industry people and conferences and deliver better services.""",https://praxent.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/praxent
Netgen,Design,UX and web development services and solutions,5.0,10 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Zagreb, Croatia","E-Commerce Development,Web Development,UX/UI Design,Web Design","30,30,20,20","""Netgen fits well into our system and contributes to making it better.""",https://netgen.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/netgen
Storm Brain,Design,💡 Smarter Digital – Marketing & Web Assets,5.0,102 REVIEWS,No,"$5,000+",$150 - $199 / hr,10 - 49,"Carlsbad, CA","E-Commerce Development,Web Design,Web Development,Digital Strategy,Search Engine Optimization","30,25,25,10,10",“We’re most impressed with Storm Brain’s excellent communication.”,https://www.stormbrain.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/storm-brain
Metova,Design,"Driving success with strategy, mobile & web",5.0,9 REVIEWS,No,"$50,000+",$100 - $149 / hr,50 - 249,"Bentonville, AR","Mobile App Development,Web Development,Custom Software Development,Product Design,UX/UI Design","35,20,15,15,15","""It's been close to 3 years later and I've never doubted Metova has had my organization's best interests in mind.""",https://metova.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=referral,https://clutch.co/profile/metova
Modern Tribe,Design,Digital solutions that empower people & platforms.,4.9,5 REVIEWS,No,"$50,000+",$200 - $300 / hr,50 - 249,"Minneapolis, MN","Web Development,Web Design,E-Commerce Development,UX/UI Design","35,30,20,15","“During every stage of the project, they’ve been a dream team to work with.”",https://tri.be/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-design,https://clutch.co/profile/modern-tribe
Grand Studio,Design,UX & AI Research/Design/Strategy,4.9,8 REVIEWS,No,"$100,000+",$200 - $300 / hr,10 - 49,"Chicago, IL","Digital Strategy,Product Design,AI Consulting,UX/UI Design","30,30,20,20","""The team was very collaborative, communicative, and enjoyable to work with.""",http://www.grandstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/grand-studio
Aubergine Solutions,Design,Creating impact through design and technology,4.9,37 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"Bengaluru, India","UX/UI Design,Mobile App Development,Web Development","80,10,10",“Aubergine Solutions is true to their craft; they find out what I need and deliver.”,https://auberginesolutions.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/aubergine-solutions
