Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
DNA Business Engineering Ltd,Logo Designers,Developing growth through strategy & marketing,4.6,8 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Harrogate, United Kingdom","Logo,Branding,Web Design,Business Consulting,Market Research,Content Marketing,Marketing Strategy,Search Engine Optimization,Other","18,20,20,15,10,5,5,5,2","''my sales have increased dramatically from what they used to be, and the site's only been active for one month.''",https://dnabusinessengineering.co.uk/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/dna-business-engineering
andyedge,Logo Designers,Branding & UX Design,5.0,2 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Toronto, Canada","Logo,Graphic Design,UX/UI Design,Branding","20,30,30,20","""The execution was excellent across the board.""",https://www.andyedge.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/andyedge
Logo Talks,Logo Designers,Building a Storytelling Brand,4.8,12 REVIEWS,No,"$5,000+",$150 - $199 / hr,10 - 49,"Kuala Lumpur, Malaysia","Logo,Branding,Graphic Design,Marketing Strategy,Print Design,Web Development","10,50,10,10,10,10",''The team demonstrated a deep understanding of our brand and our vision.'',https://logotalks.com/,https://clutch.co/profile/logo-talks
Wololo hq,Logo Designers,Crave Conversion,5.0,2 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Gurugram, India","Logo,Branding,Packaging Design","25,50,25","""Their ideas are very unique, bright, and colorful.""",https://www.wololohq.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wololo-hq
Robyn & Robyn,Logo Designers,Your Brand. Refined.,5.0,12 REVIEWS,No,"$10,000+",$200 - $300 / hr,2 - 9,"Laguna Beach, CA","Logo,Branding,Content Marketing,Digital Strategy,Graphic Design,Marketing Strategy","10,50,10,10,10,10",“They did a great job of capturing what I wanted and what my company represented in the messaging.”,https://www.robynandrobyn.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/robyn-robyn
CodeMasters Agency,Logo Designers,A Digital Agency Going Above and Beyond,5.0,4 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Hamilton, Canada","Logo,Web Development,Search Engine Optimization,Web Design,Social Media Marketing","10,30,25,25,10","""We were impressed with how knowledgeable they are and their attention to detail when they deliver the work.""",https://www.codemastersinc.com/clutch?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/codemasters-agency
Compete Now,Logo Designers,A Website Design Company You Can Rely On,5.0,6 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"North Andover, MA","Logo,Web Design,Pay Per Click,Search Engine Optimization","10,60,20,10","""Their project management style was client-oriented. They really listened to our needs and mission.""",http://startcompeting.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/compete-now
weCreate,Logo Designers,A higher standard in web design and marketing,4.9,12 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Erie, PA","Logo,Search Engine Optimization,Web Design,Web Development,Branding,Social Media Marketing,Video Production","10,25,25,25,5,5,5","""The team at WeCreate has a diverse set of abilities and functions.""",https://www.wecreate.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/wecreate-0
"Clear Mind Graphics, Inc",Logo Designers,Powered by Leading Creativity,4.9,7 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Hailey, ID","Logo,Branding,Content Marketing,Search Engine Optimization,Web Design","10,25,25,25,15","""They’ve made the process easy for me.""",https://clearmindgraphics.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/clear-mind-graphics
VeteranWebDesign.com,Logo Designers,Veteran Owned Web Design Company-VeteranWebDesign,5.0,5 REVIEWS,No,"$1,000+",< $25 / hr,Freelancer,"Mechanicsville, VA","Logo,Web Design,E-Commerce Development,Search Engine Optimization,Web Development","15,40,15,15,15",“They always make sure my site is updated.”,https://veteranwebdesign.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/veteranwebdesigncom
Practice Cafe,Logo Designers,"Smart Marketing, Served Daily",5.0,3 REVIEWS,No,Undisclosed,Undisclosed,10 - 49,"Austin, TX","Logo,Pay Per Click,Search Engine Optimization,Web Design,Branding,Graphic Design","10,25,25,20,10,10","“They stay on top of the day-to-day workflow, so I never worry about them.“",https://www.practicecafe.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/practice-cafe
Emotive Brand,Logo Designers,Building strong brands to drive growth,4.9,37 REVIEWS,No,"$25,000+",Undisclosed,10 - 49,"Oakland, CA","Logo,Branding,Marketing Strategy","25,50,25","""They surpassed all expectations and have transformed our organization.""",,https://clutch.co/profile/emotive-brand
IdeaStudio | Tulsa Logo Design Specialists,Logo Designers,Tulsa's Only Logo Design Specialists,5.0,5 REVIEWS,No,"$1,000+",Undisclosed,2 - 9,"Tulsa, OK",Logo,100,"""We're delighted with their work and don't see ourselves using someone else.""",,https://clutch.co/profile/ideastudio-tulsa-logo-design-specialists
The House London Ltd.,Logo Designers,"World Class Branding, Marketing & Digital Agency",4.9,27 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"London, United Kingdom","Logo,Branding","10,90","""The team is really amazing at what they do.""",,https://clutch.co/profile/house-london
Global Brand Works,Logo Designers,A boutique brand strategy agency,4.9,23 REVIEWS,No,"$25,000+",$200 - $300 / hr,2 - 9,"San Francisco, CA","Logo,Branding,Graphic Design,HR Consulting","20,60,10,10","""They were personable, willing to listen, and committed to our success.""",,https://clutch.co/profile/global-brand-works
Commence Studio,Logo Designers,"We help companies begin, rise and renew",5.0,25 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Reno, NV","Logo,E-Commerce Development,Web Design,Packaging Design,Email Marketing,Pay Per Click","25,25,20,15,10,5","""We trust one another’s expertise and do not shy away from disagreement. Everyone is highly professional.""
 """,,https://clutch.co/profile/commence-studio
MAVINX,Logo Designers,Professional Web and Mobile Design and Development,5.0,22 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Dnipro, Ukraine","Logo,Mobile App Development,UX/UI Design,Web Development","25,25,25,25","""We had a very professional and pleasant experience.""",,https://clutch.co/profile/mavinx
Brian White Design,Logo Designers,Surprisingly Nimble℠,4.9,22 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Lawrence, KS","Logo,UX/UI Design,Branding,Web Design","30,45,15,10","""Brian White Design (formerly TriLion Studios) delivered the website we were hoping for and really understood the…""",,https://clutch.co/profile/brian-white-design-0
Qream,Logo Designers,Start-ups love our branding,5.0,22 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Logo,Branding,Web Design,AR/VR Development,Graphic Design,Product Design,UX/UI Design,Web Development","10,25,25,10,10,10,5,5","""I loved the passion that everyone had for this project.""",,https://clutch.co/profile/qream
Capsule,Logo Designers,We help brands look the way they feel,4.9,10 REVIEWS,No,"$10,000+",$200 - $300 / hr,10 - 49,"Minneapolis, MN","Logo,Branding,Packaging Design,Web Design,Advertising,Digital Strategy,Product Design,Social Media Marketing","20,25,25,10,5,5,5,5","""It truly was a customer-centric process.""",,https://clutch.co/profile/capsule
MKC Agency,Logo Designers,Scale Revenue with Content that Converts,5.0,8 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"Orlando, FL","Logo,Content Marketing,Sales Outsourcing,Branding,Digital Strategy,Graphic Design,Marketing Strategy,Email Marketing,Social Media Marketing,Web Design,Other","10,20,15,10,10,10,7,5,5,5,3","""Project management was organized and timely.""",,https://clutch.co/profile/mkc-agency
Propr,Logo Designers,Transforming Brands for Greater Performance,4.9,27 REVIEWS,No,"$10,000+",Undisclosed,2 - 9,"Baltimore, MD","Logo,Web Design,Branding,Web Development","10,45,35,10",“Their approach went a long way in developing a partnership in which they strived to understand our goals.”,,https://clutch.co/profile/propr
L+R,Logo Designers,Strategy + Aesthetics®,5.0,11 REVIEWS,No,"$10,000+",$200 - $300 / hr,10 - 49,"Brooklyn, NY","Logo,AI Development,Blockchain,Branding,Business Consulting,IT Strategy Consulting,Mobile App Development,UX/UI Design,Web Design,Web Development","10,10,10,10,10,10,10,10,10,10","""We find L+R to be professional, reliable, but most of all creative.""",,https://clutch.co/profile/lr
BEXBRANDS,Logo Designers,Give a Shift,5.0,16 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"San Diego, CA","Logo,Branding,Packaging Design,Print Design,Web Design","10,30,30,20,10","""They were great all the way around and were incredibly customer-focused.""",,https://clutch.co/profile/bexbrands
Vowels Branding LLC,Logo Designers,Creating impactful brands,5.0,5 REVIEWS,No,"$1,000+",Undisclosed,10 - 49,"Dubai, United Arab Emirates","Logo,Branding,Graphic Design,Packaging Design","40,40,10,10","""Their efforts and dedication towards the brand were priceless and unmatched.""",,https://clutch.co/profile/vowels-branding
MiresBall,Logo Designers,More is possible.,5.0,10 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"San Diego, CA","Logo,Branding,Graphic Design,Packaging Design,Web Design","20,20,20,20,20",“MiresBall provided excellent service.”,,https://clutch.co/profile/miresball
Gershoni Creative Agency,Logo Designers,We’re a creative agency that builds brands.,4.9,6 REVIEWS,No,"$100,000+",Undisclosed,10 - 49,"San Francisco, CA","Logo,Branding,Advertising,Content Marketing,Marketing Strategy,Print Design","30,30,10,10,10,10","""They’ve hugely impacted and precipitated our success.”""",,https://clutch.co/profile/gershoni-creative-agency
Titan Web Agency,Logo Designers,Online Marketing for Dentists & Other Small Biz,5.0,7 REVIEWS,No,"$1,000+",$100 - $149 / hr,2 - 9,"Riverton, UT","Logo,Search Engine Optimization,Web Design,Pay Per Click","10,35,30,25","""They were highly responsive and provided personalized service.""",,https://clutch.co/profile/titan-web-agency
Campground,Logo Designers,Digital Agency | User Experience & Design,5.0,11 REVIEWS,No,"$5,000+",$200 - $300 / hr,2 - 9,"Oceanside, CA","Logo,Web Design,Branding,UX/UI Design,Graphic Design,Web Development","20,25,20,15,10,10","""Campground went above and beyond for us to meet all goals.""",,https://clutch.co/profile/campground
Admind Agency,Logo Designers,A global branding agency,5.0,3 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Kraków, Poland","Logo,Branding,Advertising,Graphic Design,Marketing Strategy,Print Design,Packaging Design,Public Relations,UX/UI Design","10,35,10,10,10,10,5,5,5","“If we had a larger budget, we would do even more with Admind Agency.”",,https://clutch.co/profile/admind-agency
Daake,Logo Designers,A pivotal-moment brand agency,5.0,25 REVIEWS,No,"$25,000+",$200 - $300 / hr,10 - 49,"Omaha, NE","Logo,Branding","20,80","""They will reach into your mind and pull out the brand essence that you are unable to formulate yourself.""",,https://clutch.co/profile/daake
Logo Design NYC,Logo Designers,"Unique, Memorable & Custom Logo Design Services",5.0,3 REVIEWS,No,Undisclosed,$100 - $149 / hr,2 - 9,"New York, NY","Logo,Branding,Graphic Design,Packaging Design","40,20,20,20","""100% seamless.""",,https://clutch.co/profile/logo-design-nyc
Frost*collective,Logo Designers,Strategic creative group,5.0,1 REVIEW,No,"$100,000+",$200 - $300 / hr,10 - 49,"Alexandria, Australia","Logo,Branding,Interior Design,Graphic Design,Packaging Design,Print Design","25,30,20,10,10,5",“Their team is good at distilling our message and turning it into something eye-catching and creative.”,,https://clutch.co/profile/frostcollective
FutureBrand Australia,Logo Designers,A global brand transformation company,4.9,4 REVIEWS,No,"$100,000+",$200 - $300 / hr,10 - 49,"East Melbourne, Australia","Logo,Branding,Marketing Strategy","20,60,20",“They were knowledgeable in their field; their expertise was evident.”,,https://clutch.co/profile/futurebrand-australia
Uport Agency,Logo Designers,We blend ingenious ideas with business expansion,5.0,5 REVIEWS,No,"$5,000+",$50 - $99 / hr,50 - 249,"Aventura, FL","Logo,Web Development,Web Design,Branding,Graphic Design,Advertising","10,40,20,15,10,5","""We were pleased to work with an organization led by young professionals, given the focus of this job.""",,https://clutch.co/profile/uport-agency
Logo Monkey,Logo Designers,Best Logo Design Agency In Brisbane,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,50 - 249,"Brisbane City, Australia","Logo,Branding","75,25","""Our communication with Logo Monkey was excellent, and they were friendly.""",,https://clutch.co/profile/logo-monkey
DsgnStory,Logo Designers,Connecting brands with people,5.0,2 REVIEWS,No,"$1,000+",$25 - $49 / hr,2 - 9,"Bronx, NY","Logo,Graphic Design,UX/UI Design,Web Design","40,40,10,10","""We appreciate their quick turnaround time and ability to follow directions well.""",,https://clutch.co/profile/dsgnstory
Left Hand Design,Logo Designers,Austin Graphic Design and Branding,5.0,19 REVIEWS,No,"$1,000+",$150 - $199 / hr,2 - 9,"Austin, TX","Logo,Graphic Design,Packaging Design,Print Design,Web Design","40,15,15,15,15","""Left Hand Design is very transparent and communicative about deadlines and what to expect throughout the process.""",,https://clutch.co/profile/left-hand-design
Level Group,Logo Designers,Design translates strategy into experience.,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Brooklyn, NY","Logo,Web Design,Branding,Graphic Design,Digital Strategy,Print Design,Social Media Marketing,UX/UI Design","15,30,25,10,5,5,5,5","""They're thoughtful, pensive and deeply invested in parsing out all variables before providing a solution or advice.""",,https://clutch.co/profile/level-group-0
we3studio,Logo Designers,Brand + Web. Unique visual solutions.,5.0,6 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Warszawa, Poland","Logo,Web Design,Graphic Design,UX/UI Design,Web Development","20,25,20,20,15","""We are very happy with the collaboration.""",,https://clutch.co/profile/we3studio
Frank & Victor Design,Logo Designers,Multi-Touchpoint Refined Branding & Design,5.0,2 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Austin, TX","Logo,Branding,Web Design,Web Development","20,40,30,10","""They're truly a stellar partner.""",,https://clutch.co/profile/frank-victor-design
Clipatize,Logo Designers,One stop shop for B2B marketing,4.9,9 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Warszawa, Poland","Logo,Digital Strategy,Content Marketing,Branding,Graphic Design,Marketing Strategy,UX/UI Design,Web Design,Email Marketing","10,20,15,10,10,10,10,10,5","""Clipatize was always very patient and flexible.""",,https://clutch.co/profile/clipatize
"10 Plus Brand, Inc.",Logo Designers,Stand for something,5.0,10 REVIEWS,No,"$1,000+",$200 - $300 / hr,10 - 49,"Lafayette, CA","Logo,Branding,Search Engine Optimization,Content Marketing,Digital Strategy,Marketing Strategy,Social Media Marketing,Video Production,Web Design","10,15,15,10,10,10,10,10,10",''The results are worthwhile.'',,https://clutch.co/profile/10-plus-brand
Awkward Media,Logo Designers,Digital Marketing Firm in Canada,4.8,23 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Toronto, Canada","Logo,Search Engine Optimization,Branding,Pay Per Click,Content Marketing,Web Design","10,30,20,20,10,10","""Awkward Media took proactive initiatives.""",,https://clutch.co/profile/awkward-media
The Skins Factory,Logo Designers,Celebrating 22 Years of World-Class UI/UX Design,5.0,12 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Cooper City, FL","Logo,UX/UI Design","10,90","""They don’t just simply do what we tell them to do. Instead, they suggest ways to make things better.""",,https://clutch.co/profile/skins-factory
Backroom,Logo Designers,Brand Development | Baltimore MD | Backroom,4.9,8 REVIEWS,No,"$10,000+",$200 - $300 / hr,10 - 49,"Baltimore, MD","Logo,Branding,Marketing Strategy,Digital Strategy,Content Marketing,Email Marketing,Graphic Design,Market Research,Packaging Design,Print Design,Social Media Marketing","10,30,15,10,5,5,5,5,5,5,5","""They went the extra mile with each deliverable and were always very positive!""",,https://clutch.co/profile/backroom
Tholon,Logo Designers,"Branding, graphic design, and editorial design",5.0,6 REVIEWS,No,"$1,000+",$50 - $99 / hr,2 - 9,"Buenos Aires, Argentina","Logo,Branding,Graphic Design,Web Design","25,25,25,25","""The Tholon team delivered the project on time and according to the established requirements.""",,https://clutch.co/profile/tholon
C ( G R O U P,Logo Designers,Design Agency for Non Profits,5.0,6 REVIEWS,No,"$10,000+",Undisclosed,10 - 49,"Toronto, Canada","Logo,Branding,Graphic Design,Web Design,Marketing Strategy,Social Media Marketing","20,20,20,20,10,10","""We were very impressed by their presentations, thoughtfulness, research, and feedback.""",,https://clutch.co/profile/c-g-r-o-u-p
Proof Branding,Logo Designers,"We craft purposeful, passionate brands.",5.0,8 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Nashville, TN","Logo,Branding,Print Design,Web Design,Packaging Design","20,30,20,20,10",“They follow through with everything and we never have to wait.”,,https://clutch.co/profile/proof-branding
Klutch Studio,Logo Designers,Do Something Great™,5.0,7 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"London, United Kingdom","Logo,Branding,Web Design,Graphic Design,Print Design","25,30,25,10,10","""They've taken the time to understand who we are and what makes our business tick first.""",,https://clutch.co/profile/klutch-studio
Motyw Studio,Logo Designers,Creating brand identities,4.9,8 REVIEWS,No,"$5,000+",$50 - $99 / hr,2 - 9,"Warszawa, Poland","Logo,Packaging Design,Web Design,UX/UI Design","20,30,30,20",''It was a proper cooperation.'',,https://clutch.co/profile/motyw-studio
twid,Logo Designers,"Creative studio of brave ideas, people & solutions",5.0,14 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Logo,Branding,Web Design,Marketing Strategy,UX/UI Design,Web Development","10,30,30,10,10,10","""We won the Red Dot award for brand design and identity, confirming the results of their phenomenal work.""",,https://clutch.co/profile/twid
Thompson & Prince,Logo Designers,Branding & design for startups & small businesses,4.9,42 REVIEWS,No,"$1,000+",$150 - $199 / hr,2 - 9,"Raleigh, NC","Logo,Branding,Web Design,Graphic Design,UX/UI Design","20,25,25,15,15","""The presentation was completed to our satisfaction.""",,https://clutch.co/profile/thompson-prince
Aam Creative,Logo Designers,Ripe Social Media and Storytelling for Brands,4.8,7 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Boston, MA","Logo,Social Media Marketing,Branding,Web Design","25,35,20,20","""They were nimble, crafty, creative, and quick to respond."" """,,https://clutch.co/profile/aam-creative
The O Group,Logo Designers,"Luxury Marketing, Branding + Creative Agency",5.0,13 REVIEWS,No,"$50,000+",$150 - $199 / hr,2 - 9,"New York, NY","Logo,Web Design,Graphic Design,Digital Strategy,Packaging Design,Print Design","25,25,20,15,10,5",“The O Group creates excellent products that show an understanding of us and meet our needs. They’re excellent partners…,,https://clutch.co/profile/o-group
Studio Lutalica,Logo Designers,Design for Feminists and Queers,5.0,3 REVIEWS,No,"$1,000+",$100 - $149 / hr,10 - 49,"Edinburgh, United Kingdom","Logo,Graphic Design,Branding,Print Design,Search Engine Optimization,UX/UI Design,Web Design,Web Development,Content Writing Services,E-Commerce Development,Packaging Design","10,15,10,10,10,10,10,10,5,5,5","""They were on time, thoughtful, responsive, and incredible to work with.""",,https://clutch.co/profile/studio-lutalica
BuzzFlick,Logo Designers,Get Heard. Get Seen. Get Buzzin'!,4.8,54 REVIEWS,No,"$1,000+",$50 - $99 / hr,50 - 249,"Houston, TX","Logo,Video Production,Graphic Design","10,60,30","""From conception to final delivery, they kept us in the loop.""",,https://clutch.co/profile/buzzflick
Identity Makers - Brand Naming Agency,Logo Designers,"Identity Makers, Because Identity matters!",4.8,2 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Norman, OK","Logo,Branding,Packaging Design","50,25,25","""Everyone has liked Chordya’s work. We’re very happy.""",,https://clutch.co/profile/identity-makers-brand-naming-agency
Creathive,Logo Designers,We create digital products and brands that people,5.0,9 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"İstanbul, Türkiye","Logo,UX/UI Design,Web Design,Branding,Graphic Design","10,30,30,25,5","""We were most impressed with Creathive's genuine passion for design and branding.""",,https://clutch.co/profile/creathive
FLOV Brand design studio.,Logo Designers,We craft brands®,5.0,1 REVIEW,No,"$1,000+",$25 - $49 / hr,10 - 49,"Wrocław, Poland","Logo,Branding,Packaging Design,Print Design,Video Production","30,30,20,10,10","""We appreciate that budget isn’t the number one factor when completing the work.""",,https://clutch.co/profile/flov-brand-design-studio
celerart.,Logo Designers,"Agency for Websites, UI/UX, Branding",4.7,16 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine","Logo,Web Design,Branding,UX/UI Design","20,40,30,10",“celerart. is well worth the investment I’m making — the value for the development package they provide is great.”,,https://clutch.co/profile/celerart
Amber Design,Logo Designers,Your strategic graphic design solution.,4.9,10 REVIEWS,No,"$5,000+",$100 - $149 / hr,2 - 9,"Nampa, ID","Logo,Branding,Graphic Design,Print Design,Packaging Design,Web Design","30,30,18,8,7,7","""We were impressed with their prompt delivery and professionalism.""",,https://clutch.co/profile/amber-design
WonderWild,Logo Designers,We brings brands to life through compelling design,5.0,15 REVIEWS,No,"$10,000+",$100 - $149 / hr,2 - 9,"Lincoln, NE","Logo,Branding,Packaging Design","15,70,15","""The design work spoke for itself, but their approach really impressed me.""",,https://clutch.co/profile/wonderwild
Background Removal Services,Logo Designers,"Clipping path, Photo Editing, Photo Retouch $0.50",5.0,1 REVIEW,No,"$50,000+",$50 - $99 / hr,250 - 999,"Dhaka, Bangladesh","Logo,Graphic Design,Print Design,Product Design,Architectural Design,UX/UI Design","30,35,15,10,5,5",Background Removal Services is founded with the ambition of being the best to provide a quality service relating to image editing and retouching. We're dedicated to providing you the very best of…,,https://clutch.co/profile/background-removal-services
Omit Studios,Logo Designers,Elevating the authentic,5.0,10 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Boca Raton, FL","Logo,Print Design,Graphic Design,Packaging Design,UX/UI Design,Web Design","20,30,20,10,10,10","""Their attention to detail made it easier to work through issues in a timely manner.""",,https://clutch.co/profile/omit-studios
Resound,Logo Designers,You are remarkable,4.9,12 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Tempe, AZ","Logo,Branding,Content Marketing,Video Production,Web Design,Web Development","20,45,10,10,10,5",“Their creativity is amazing — Resound’s branding ideas have been so interesting and fresh.”,,https://clutch.co/profile/resound
Atelier LKS,Logo Designers,Orchestrating brand harmony for your business,5.0,7 REVIEWS,No,"$5,000+",$150 - $199 / hr,2 - 9,"Providence, RI","Logo,Branding,Graphic Design,Web Design","20,40,20,20","""Atelier LKS was responsive and thorough, and they worked hard to meet our needs.""",,https://clutch.co/profile/atelier-lks
Eleven,Logo Designers,"Brand creative, D2C Shopify e-commerce agency.",5.0,11 REVIEWS,No,"$5,000+",Undisclosed,2 - 9,"London, United Kingdom","Logo,UX/UI Design,Web Design,Branding,Graphic Design,Conversion Optimization,Digital Strategy,E-Commerce Development,Social Media Marketing,Web Development","10,20,20,15,10,5,5,5,5,5","""The only thing I want to do differently is work with Eleven more!""",,https://clutch.co/profile/eleven-1
PNC Logos,Logo Designers,PNC Logos,5.0,6 REVIEWS,No,"$1,000+",$50 - $99 / hr,50 - 249,"Orlando, FL","Logo,E-Commerce Development,Pay Per Click,Print Design,Search Engine Optimization,Social Media Marketing,Web Design,Web Development","16,12,12,12,12,12,12,12","""Their attention to detail and willingness to please me as the client seemed to always be their primary objective.""",,https://clutch.co/profile/pnc-logos
Homepage,Logo Designers,Creative.Digital.Agency,5.0,11 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Novi Sad, Serbia","Logo,Digital Strategy,Pay Per Click,Branding","20,40,25,15","""After two years of fruitful cooperation, I can confidently say they can successfully complete any assigned project.""",,https://clutch.co/profile/homepage
BrandLink Advisors,Logo Designers,"Counsel, advice, answers on Branding and Identity",5.0,8 REVIEWS,No,"$5,000+",$200 - $300 / hr,2 - 9,"New York, NY","Logo,Branding,Graphic Design","25,50,25","""The team at BrandLink Advisors has the right creative skillset for branding work.""",,https://clutch.co/profile/brandlink-advisors
Visceral,Logo Designers,Craft with Purpose,5.0,18 REVIEWS,No,"$50,000+",$200 - $300 / hr,2 - 9,"San Diego, CA","Logo,Branding,Web Design,Web Development,UX/UI Design,Digital Strategy","10,25,20,20,15,10","""Everyone had such a positive attitude, even when dealing with difficult requests.""",,https://clutch.co/profile/visceral
Kukoo Creative,Logo Designers,Small business brand design experts,5.0,1 REVIEW,No,Undisclosed,$50 - $99 / hr,2 - 9,"Garforth, United Kingdom","Logo,Branding,Web Design,Print Design,Other Design","35,25,25,10,5","""Their creativity is incredible, and none of this has felt like hard work.""",,https://clutch.co/profile/kukoo-creative
Brainbox Design,Logo Designers,"Branding, web and UI/UX design agency",5.0,33 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Glendale, CA","Logo,Web Design,UX/UI Design","20,50,30","""Their delivery was mind-blowing.""",,https://clutch.co/profile/brainbox-design
Silk Studio,Logo Designers,Start with Silk.,5.0,8 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Marina del Rey, CA","Logo,Branding,Graphic Design,Out of Home Design,Packaging Design,Print Design","20,40,10,10,10,10","""We’re very happy with what Silk Studio created. We’ve received a lot of positive feedback on the design.""",,https://clutch.co/profile/silk-studio
Lime&Co,Logo Designers,Cultivating brands. Rooted in clarity.,5.0,1 REVIEW,No,"$10,000+",$150 - $199 / hr,2 - 9,"San Diego, CA","Logo,Branding,Web Design,Print Design","30,35,25,10","""Their team made it into an experience we truly enjoyed from day one.""",,https://clutch.co/profile/limeco
KVikStudio,Logo Designers,We create content for businesses and NGOs,4.9,13 REVIEWS,No,"$1,000+",$25 - $49 / hr,10 - 49,"Kyiv, Ukraine","Logo,Web Design,Content Marketing,Graphic Design,Social Media Marketing,Web Development","15,25,15,15,15,15","""They were able to help with the complete cycle of content and website creation.""",,https://clutch.co/profile/kvikstudio
Ingenious Guru NYC,Logo Designers,Trusted Digital Marketing Agency,5.0,5 REVIEWS,No,"$1,000+",$50 - $99 / hr,10 - 49,"Huntington Station, NY","Logo,Web Development","50,50","""Everything has been handled really well.""",,https://clutch.co/profile/ingenious-guru-nyc
Creative Chameleon Studio,Logo Designers,Crafting strategy & design for growing businesses,5.0,4 REVIEWS,No,"$5,000+",$150 - $199 / hr,Freelancer,"Columbia Station, OH","Logo,Branding,Graphic Design","45,45,10","""Creative Chameleon Studio consistently met or exceeded our timelines.""",,https://clutch.co/profile/creative-chameleon-studio
Aeolidia,Logo Designers,Shopify Design & Branding For Creative Businesses,4.9,18 REVIEWS,No,"$10,000+",$200 - $300 / hr,10 - 49,"Seattle, WA","Logo,Web Design,E-Commerce Development","25,50,25","""The quality of work was excellent; I am very happy with my site.""",,https://clutch.co/profile/aeolidia
Woland Web,Logo Designers,Turning Website Woes into Website WOWs,5.0,1 REVIEW,No,"$5,000+",$100 - $149 / hr,2 - 9,"Charlotte, NC","Logo,Web Design,Web Development,Graphic Design,Print Design,Branding,Email Marketing","10,30,30,10,10,5,5","""I highly recommend this company if you are looking to design a new website.""",,https://clutch.co/profile/woland-web
3rd Edge,Logo Designers,Strategic Design for Mission-Driven Organizations,5.0,2 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"New York, NY","Logo,UX/UI Design,Web Design,Web Development,Branding,Digital Strategy,Graphic Design","10,20,20,20,10,10,10","""They cater to the needs of our nonprofit, and they know our values and goals.""",,https://clutch.co/profile/3rd-edge
hello.,Logo Designers,Helping you make a difference,5.0,10 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Tel Aviv-Yafo, Israel","Logo,Branding,Web Design,UX/UI Design","15,50,20,15","“We’ve worked with hello. for over a year, and we’re very happy with our engagement — we’ll continue to work with them.”",,https://clutch.co/profile/hello
