Name,Type of Agency,Tagline,Ratings,Reviews,Sponsor,MinProjectSize,HourlyRate,TeamSize,Location,ServiceNames,ServicePercentages,Feedback,WebsiteLink,ClutchDirectoryLink
Spaceberry Studio,UX Design,Your UI/UX Design Partner 🇺🇦,5.0,18 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Kyiv, Ukraine",UX/UI Design,100,"""They are truly passionate about what they do. It’s not an easy task to find a partner who cares.""",https://spaceberry.studio/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/spaceberry-studio
Onething Design,UX Design,Leading Global UI UX Design Company,4.9,31 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"Gurugram, India",UX/UI Design,100,"""The team grasped the problem statement and delivered solutions through a thorough design process.""",https://www.onething.design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/onething-design
Silverscoop,UX Design,Humanizing Experiences by Design,4.8,14 REVIEWS,No,"$10,000+",$25 - $49 / hr,2 - 9,"Mumbai, India",UX/UI Design,100,"""Extremely professional - delivers right, delivers on time.""",https://silverscoop.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/silverscoop
EMERGE,UX Design,High-value digital experiences. #1 UX Company,4.8,25 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Portland, OR","UX/UI Design,Product Design","90,10",“EMERGE has a phenomenal process and lots of expertise when it comes to UX/UI.”,https://www.emergeinteractive.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/emerge
ProCreator,UX Design,AI Driven UX/UI Design For User Centric Experience,4.7,20 REVIEWS,No,"$5,000+",$25 - $49 / hr,50 - 249,"Navi Mumbai, India","UX/UI Design,AI Development,Mobile App Development,Web Development","70,10,10,10","""The agency is very transparent with their process and always looking for ways to make the engagement more efficient.""",http://procreator.design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/procreator
FOXGROOVE,UX Design,An experience design consultancy,5.0,13 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Boca Raton, FL",UX/UI Design,100,"""They were always able to generate alternate solutions and talk through their logic for specific design features.""",http://www.foxgroove.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/foxgroove
Collabify.Design,UX Design,World Class UI/UX Designers,5.0,6 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"London, United Kingdom",UX/UI Design,100,"""The regularity and promptness with which our weekly deliveries were made impressed us.""",https://collabify.design/,https://clutch.co/profile/collabifydesign
ixperi,UX Design,Crafting digital experiences with purpose,5.0,8 REVIEWS,No,"$50,000+",$50 - $99 / hr,10 - 49,"San Carlos, CA",UX/UI Design,100,"""Their approach to scheduling was perfect.""",https://ixperi.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ixperi
UXReactor,UX Design,Designing competitive advantages for B2B companies,4.8,8 REVIEWS,No,"$100,000+",$200 - $300 / hr,50 - 249,"Pleasanton, CA","UX/UI Design,Business Consulting","70,30",“The team did a good job with market landscaping.”,http://www.uxreactor.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/uxreactor
DOOR3,UX Design,Independence is the difference.,4.9,33 REVIEWS,No,"$25,000+",$150 - $199 / hr,50 - 249,"New York, NY","UX/UI Design,Custom Software Development,Enterprise App Modernization,Mobile App Development","40,40,10,10","""Their professionalism, knowledge, and expertise are what make them stand out.""",https://www.door3.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/door3
TuringLabs,UX Design,Leverage design to build better businesses.,4.7,11 REVIEWS,No,"$5,000+",$25 - $49 / hr,2 - 9,"Bengaluru, India",UX/UI Design,100,''I'm delighted with their work.'',http://www.turinglabs.in/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/turinglabs
VisualPanda,UX Design,"Digital product agency: Web, Mobile, UI/UX",5.0,12 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Poznań, Poland","UX/UI Design,Web Design,Branding","70,20,10","""We're impressed with their devotion to delivering high-quality work on time.""",https://visualpanda.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/visualpanda
Ambian Strategy Private Limited,UX Design,STRATEGIC UX PARTNER FOR YOUR DIGITAL PRODUCTS,4.9,8 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Chennai, India","UX/UI Design,Branding,Web Design","90,5,5","""They have taken our vision and have provided the necessary guidance and expertise to make it a reality.""",https://ambianstudio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux-top-design,https://clutch.co/profile/ambian-strategy-private
Fivecube Agency,UX Design,"UX/UI Design for Web, Mobile, SaaS",5.0,20 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"L'viv, Ukraine","UX/UI Design,Product Design,Web Design","60,20,20","""They are an excellent agency.""",https://fivecube.agency/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/fivecube-agency
Swenson He,UX Design,"The founder's firm. We guide, build, invest.",5.0,25 REVIEWS,No,"$25,000+",$100 - $149 / hr,50 - 249,"Beverly Hills, CA","UX/UI Design,Mobile App Development","40,60","""They’re the epitome of professionalism.""",http://www.swensonhe.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/swenson-he
Gapsy Studio,UX Design,Web & Mobile UI/UX Designer's Studio,5.0,18 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Dnipro, Ukraine","UX/UI Design,Web Design","50,50","""They provided us with a comprehensive website design and continue to deliver an amazing customer experience.""",https://gapsystudio.com/,https://clutch.co/profile/gapsy-studio
Robosoft Technologies,UX Design,Simplifying lives through digital experiences,4.7,21 REVIEWS,No,"$50,000+",$100 - $149 / hr,"1,000 - 9,999","San Francisco, CA","UX/UI Design,Mobile App Development,Web Development,Custom Software Development,Product Design,Web Design","25,30,15,10,10,10","""They are skilled developers that are flexible and friendly to work with.""",https://www.robosoftin.com/contact?utm_source=clutch&utm_medium=marketplace&utm_campaign=clutch&utm_id=clutch+profile,https://clutch.co/profile/robosoft-technologies
CSHARK,UX Design,#ExpectMore from your software development partner,4.9,19 REVIEWS,No,"$25,000+",$50 - $99 / hr,250 - 999,"Wrocław, Poland","UX/UI Design,Custom Software Development,Mobile App Development,Enterprise App Modernization","25,40,20,15","""The most impressive thing about CSHARK is their ability to react quickly and efficiently.""",https://cshark.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/cshark
League Design Agency,UX Design,True value in uniqueness,5.0,88 REVIEWS,No,"$10,000+",$25 - $49 / hr,10 - 49,"Kyiv, Ukraine","UX/UI Design,Graphic Design,Web Design","40,30,30","""I loved their professionalism and how they thought outside the box to solve a problem.""",https://www.league.design/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/league-design-agency
Elixel,UX Design,Bringing Pixels to Life,4.9,4 REVIEWS,No,"$25,000+",$100 - $149 / hr,2 - 9,"Plymouth, United Kingdom","UX/UI Design,Mobile App Development,Web Development","60,25,15",“They go above and beyond for us.”,http://www.elixel.co.uk/?utm_source=Clutch&utm_campaign=Listing,https://clutch.co/profile/elixel
Halal Lab,UX Design,We design high-end SaaS products,5.0,2 REVIEWS,No,"$10,000+",$50 - $99 / hr,10 - 49,"Dubai, United Arab Emirates","UX/UI Design,Web Development","80,20","""The quality of their work exceeded our expectations.""",https://halallab.co/,https://clutch.co/profile/halal-lab
UpTop,UX Design,"Where Design, Dev, and Data Create Incredible CX",4.9,11 REVIEWS,No,"$25,000+",$150 - $199 / hr,10 - 49,"Seattle, WA","UX/UI Design,Custom Software Development,Mobile App Development,Web Development","50,20,20,10","“I was impressed with UpTop’s strength, flexibility, and willingness to adapt.”",https://www.uptopcorp.com/?utm_source=Clutch&utm_medium=Listing&utm_campaign=Clutch%20Referral,https://clutch.co/profile/uptop
La Visual,UX Design,A Better Experience,4.9,18 REVIEWS,No,"$100,000+",$200 - $300 / hr,10 - 49,"Pasadena, CA","UX/UI Design,Branding","50,50","""The presentation from La Visual was so eloquent.""",http://www.lavisual.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/la-visual
December Labs,UX Design,Where human-centered UX/UI meets agile development,4.9,28 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Houston, TX","UX/UI Design,Mobile App Development","40,60","""They're awesome people who care about their clients and their UI/UX skills are amazing.""",http://decemberlabs.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/december-labs
Perpetual,UX Design,Build your vision with us,4.8,70 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"New York, NY","UX/UI Design,Web Development,Web Design,Custom Software Development,Mobile App Development,Other","30,30,15,10,10,5","""Everyone I work with is sharp, organized, and willing to work and go the extra mile."" """,https://www.perpetualny.com/capabilities/ux-and-design?utm_source=clutch.co/&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/perpetual
Praxent,UX Design,Praxent is The Fintech Product Agency™,4.8,65 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Austin, TX","UX/UI Design,Custom Software Development,Mobile App Development","30,40,30","""This specialization allows them to engage with industry people and conferences and deliver better services.""",https://praxent.com/envision/ux-design?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/praxent
GONNI,UX Design,THE USER EXPERIENCE COMPANY,4.9,15 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Buenos Aires, Argentina","UX/UI Design,Mobile App Development,Web Development","50,25,25",“I’ve been most impressed with GONNI’s technical capabilities and ability to grasp our industry quickly.”,https://gonni.co/gonni-clutch-verified-ux-and-software-development-company-2022/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/gonni
Humbleteam,UX Design,We make digital products dance.,5.0,30 REVIEWS,No,"$25,000+",$50 - $99 / hr,10 - 49,"Brooklyn, NY","UX/UI Design,Branding","50,50","""I was impressed with how quickly they understood our goals and our project.""",http://humbleteam.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/humbleteam
Idea Theorem™,UX Design,Shaping the Digital Future.,4.9,18 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Toronto, Canada","UX/UI Design,Custom Software Development,Mobile App Development","60,30,10","""The quality of the design and development work was really great.""",https://www.ideatheorem.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/idea-theorem
Sixzero Design,UX Design,Thoughtful UX Design for Growing Enterprises,5.0,3 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"North Vancouver, Canada","UX/UI Design,Product Design","70,30",''It was wonderful to work with them because they had a fantastic response to feedback.'',https://sixzero.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/sixzero-design
"OrangeYouGlad, LLC",UX Design,Brooklyn's freshest little creative agency,5.0,12 REVIEWS,No,"$25,000+",$150 - $199 / hr,2 - 9,"Brooklyn, NY","UX/UI Design,Branding,Logo","50,25,25","""They became valuable thought partners, offering valuable insights and expertise to enhance our project.""",http://www.orangeyouglad.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/orangeyouglad
SEVEN,UX Design,🏆 The Company That Exceeds Your Expectations,4.9,21 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"New York, NY","UX/UI Design,Mobile App Development,Web Development","30,35,35",“SEVEN’s biggest strength has been their ability to manage the project.”,https://sevencollab.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/seven
Create Ape,UX Design,Full service UX and development agency,4.8,53 REVIEWS,No,"$5,000+",$100 - $149 / hr,10 - 49,"Irvine, CA","UX/UI Design,Web Design,Product Design,Web Development","40,30,20,10","""We've had many developers drop the ball on website launches, but CreateApe consistently worked out any kinks quickly.""",https://createape.com/clutch/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/create-ape
Ailleron,UX Design,World-class financial technology services,4.9,7 REVIEWS,No,"$25,000+",$50 - $99 / hr,"1,000 - 9,999","Kraków, Poland","UX/UI Design,AI Development,Custom Software Development,IT Staff Augmentation,Mobile App Development,Web Development","15,20,20,15,15,15","""The team is always eager to present its accomplishments from past sprints.""",https://ailleron.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/ailleron-0
KRUTSCH,UX Design,We create transformative digital products.,4.6,14 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Minneapolis, MN","UX/UI Design,Mobile App Development,Web Development","50,25,25","""The team outlined options as well as their recommendations when decisions needed to be made.""",https://krutsch.design/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/krutsch
DNAMIC,UX Design,Building the Best!,4.9,9 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"San José, Costa Rica","UX/UI Design,Application Testing,Custom Software Development,Mobile App Development,IT Strategy Consulting","30,30,20,15,5","""DNAMIC seems to have a niche where they have great access to senior-level talent, and they can bring them in quickly.""",https://dnamic.ai/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/dnamic-0
DHNN™,UX Design,High-end UX/UI Design & Development Services📱🚀,4.6,18 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"BEV, Argentina","UX/UI Design,Web Design,Blockchain,Branding,Web Development","40,20,15,15,10","""It feels like we're working for the same purpose, and we are one team.""",http://www.dhnn.com/,https://clutch.co/profile/dhnn
Infinum,UX Design,Digital products that solve real-life problems,4.8,44 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"New York, NY","UX/UI Design,Custom Software Development,Mobile App Development,Web Development,BI & Big Data Consulting & SI","20,30,30,15,5","""Infinum had a well-realized way of work that we were able to onboard and blend with our existing tools.""",https://infinum.com/clutch-lp/?utm_source=clutch.co&utm_campaign=profile-info-company-website&utm_medium=referral,https://clutch.co/profile/infinum
Intuitio Labs,UX Design,Building the next big thing.,4.9,8 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Atlanta, GA","UX/UI Design,Custom Software Development,Mobile App Development,IT Staff Augmentation,Media Planning & Buying","30,30,30,5,5","""The team clearly has a strong foundation of collaboration and excellence.""",https://www.intuitiolabs.com/contact-us/?utm_source=clutch&utm_medium=link&utm_campaign=profile,https://clutch.co/profile/intuitio-labs
Halo Lab,UX Design,✨ 10 YEARS OF DESIGN-DRIVEN PRODUCT DEVELOPMENT ✨,4.9,75 REVIEWS,No,"$5,000+",$25 - $49 / hr,50 - 249,"Sharjah, United Arab Emirates","UX/UI Design,Web Development,Web Design","20,60,20","""Their speed and design capabilities were impressive.""",https://halo-lab.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/halo-lab
Noomo Agency,UX Design,Thoughtful solutions crafted thru collaboration,5.0,14 REVIEWS,No,"$25,000+",$100 - $149 / hr,10 - 49,"Los Angeles, CA","UX/UI Design,Web Design,Graphic Design,Product Design,Web Development","50,25,10,10,5","""Netrix has provided us with a dedicated team that was fully committed to our project.""",https://noomoagency.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/noomo-agency
Promet Source,UX Design,Award winning web design and development,4.8,11 REVIEWS,No,"$10,000+",$100 - $149 / hr,50 - 249,"Chicago, IL","UX/UI Design,Web Development,Application Management & Support","30,50,20","""It truly felt like a partnership in striving to reach our goals.""",https://www.prometsource.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/promet-source
Moka,UX Design,Design and Development Agency,5.0,10 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Buenos Aires, Argentina","UX/UI Design,Web Design,Custom Software Development,Web Development","50,25,15,10","""Moka has strong team members who are dedicated to your company's goals.""",https://wearemoka.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/moka
Pixel506 (a 10Pearls Company),UX Design,Your Trusted Nearshore Services Partner in Latin A,5.0,2 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Escazu, Costa Rica","UX/UI Design,Custom Software Development,Digital Strategy,Content Marketing,Pay Per Click,Search Engine Optimization","30,20,20,10,10,10","""What stood out the most was how they took on challenges and objectives and strived to achieve them as a team.""",https://pixel506.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pixel506-10pearls-company
Andersen Inc.,UX Design,Software Solutions to Transform your Business,4.9,113 REVIEWS,No,"$50,000+",$50 - $99 / hr,"1,000 - 9,999","New York, NY","UX/UI Design,Custom Software Development,IT Managed Services,Mobile App Development,Application Testing,IT Strategy Consulting,Web Development","10,30,15,15,10,10,10","""The team is very professional, everything is clearly documented, and the quality of the work produced is outstanding.""",https://andersenlab.com/?utm_source=clutch&utm_medium=buttom,https://clutch.co/profile/andersen
Linkup Studio,UX Design,Digital partner for your app excellence,4.9,46 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"L'viv, Ukraine","UX/UI Design,AI Consulting,AI Development,Mobile App Development","20,30,30,20","""We've grown from 1–2 teammates working on small-scale projects to an eight-person, full-time team.""",https://linkupst.com/services/digital-product-design/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/linkup-studio
NERDZ LAB,UX Design,Your partner for ideas never seen before!,5.0,30 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"L'viv, Ukraine","UX/UI Design,Mobile App Development,Web Development,IT Staff Augmentation","25,40,25,10","""They’re one of the best vendors I’ve come across."" """,https://nerdzlab.com/product-design/?utm_source=clutch.co/&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/nerdz-lab
Pixelmatters,UX Design,A top-quality digital product studio.,4.9,20 REVIEWS,No,"$100,000+",$50 - $99 / hr,50 - 249,"Porto, Portugal","UX/UI Design,Custom Software Development,Mobile App Development,Web Development","25,25,25,25","""Pixelmatters' communication, process, and work outputs are stellar.""",http://pixelmatters.com/services/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/pixelmatters
Meticular,UX Design,Best-Practice UX/Front-End for FinTech & MedTech,4.9,4 REVIEWS,No,"$25,000+",Undisclosed,2 - 9,"Eagle Mountain, UT","UX/UI Design,Web Development","75,25","""Meticular did a great job of creating a well-designed interface.""",https://meticular.co/,https://clutch.co/profile/meticular
MindSea,UX Design,Health & Wellness App Design & Development,5.0,28 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Halifax, Canada","UX/UI Design,Mobile App Development,Web Development","20,60,20","“They’re giving our customers a seamless, stable experience with no downtime.”",https://mindsea.com/clutch/,https://clutch.co/profile/mindsea
Leo9 Studio,UX Design,"We Design, Digitize, & Grow Your Business.",4.9,24 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Mumbai, India","UX/UI Design,Web Design,Branding","35,40,25","""They gave us a professional site that's easy to update.""",https://www.leo9studio.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/leo9-studio
Jackrabbit Mobile,UX Design,Industry leaders in bespoke app development,5.0,15 REVIEWS,No,"$10,000+",$100 - $149 / hr,10 - 49,"Austin, TX","UX/UI Design,Mobile App Development,Web Development","30,45,25","""They were creative and ultimately exceeded my expectations.""",http://www.jackrabbitmobile.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/jackrabbit-mobile
Torchbox,UX Design,Digital Products and Marketing for good,5.0,3 REVIEWS,No,"$50,000+",Undisclosed,50 - 249,"Bristol, United Kingdom","UX/UI Design,Web Development,Pay Per Click","30,40,30","""Their professionalism and knowledge are most impressive, which has been shown by each team member we've spoken to.""",https://torchbox.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/torchbox
XWP,UX Design,Building a better web at enterprise scale,4.9,30 REVIEWS,No,"$50,000+",$150 - $199 / hr,50 - 249,"Chelsea, Australia","UX/UI Design,Web Development,Web Design","15,60,25",“We have a true partnership with them; we work on and solve problems together.”,https://xwp.co/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/xwp
Helpful Insight Private Limited,UX Design,Your Inhouse Development Partner,5.0,28 REVIEWS,No,"$5,000+",$25 - $49 / hr,10 - 49,"Jaipur, India","UX/UI Design,Mobile App Development","40,60","""They are intelligent people with professionalism.""",https://www.helpfulinsightsolution.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/helpful-insight-private
JLOOP,UX Design,Creative Technology That Matters,5.0,8 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Long Beach, CA","UX/UI Design,Custom Software Development,Mobile App Development,Web Development","25,25,25,25",“They've been able to bring a ton of value to the job that we do.”,http://www.jloop.com/,https://clutch.co/profile/jloop
Contrast & Co.,UX Design,Award-Winning Brand Strategy & Web Design Agency,5.0,27 REVIEWS,No,"$10,000+",$150 - $199 / hr,10 - 49,"Annapolis, MD","UX/UI Design,Branding,Content Marketing,Graphic Design,Logo,Out of Home Design","20,40,10,10,10,10","""We are super pleased with our choice and Contrast & Co's excellent work!""",http://www.contrastandco.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/contrast-co
EL Passion,UX Design,"Kickoff your project: Agile teams, 10 days",4.8,53 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Warszawa, Poland","UX/UI Design,Custom Software Development,Mobile App Development,Web Development,AI Development,IT Staff Augmentation","15,40,15,15,10,5","""EL Passion was very focused on client success and making sure that we were happy at all times.""",https://www.elpassion.com/get-an-estimate?utm_source=clutch&utm_medium=button&utm_campaign=ui-ux-agencies,https://clutch.co/profile/el-passion
Usman Group,UX Design,A boutique digital strategy and design firm.,4.9,59 REVIEWS,No,"$10,000+",$150 - $199 / hr,2 - 9,"Denver, CO","UX/UI Design,Web Design,Digital Strategy","20,70,10",“Usman Group works smarter than other companies.”,https://www.usmangroup.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/usman-group
Clay,UX Design,World-class digital products and brands,4.9,21 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"San Francisco, CA","UX/UI Design,Web Design,Branding","45,30,25","""They worked as an extension of our own team. They truly cared about the product and its design as much as we did.""",https://clay.global/?utm_source=clutch&utm_medium=referral&utm_campaign=ui-ux,https://clutch.co/profile/clay
SF AppWorks,UX Design,Design with Purpose. Develop with Precision.,4.9,10 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"San Francisco, CA","UX/UI Design,Custom Software Development,Web Development,IT Staff Augmentation,Web Design,IT Strategy Consulting,Mobile App Development","25,30,15,10,10,5,5","""SF AppWorks came up with good solutions, taking responsibility for their work.""",https://www.sfappworks.com/services/software-design?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/sf-appworks
KrishaWeb,UX Design,Transforming Digital Experiences,5.0,45 REVIEWS,No,"$10,000+",$50 - $99 / hr,50 - 249,"Loveland, CO","UX/UI Design,Web Design,Web Development,Custom Software Development","20,50,20,10","""We are extremely satisfied with the web application developed by KrishaWeb and would highly recommend their services.""",https://www.krishaweb.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=,https://clutch.co/profile/krishaweb
Nickelfox,UX Design,"Staff Augmentation, UI/UX and Development services",5.0,32 REVIEWS,No,"$10,000+",$25 - $49 / hr,50 - 249,"London, United Kingdom","UX/UI Design,IT Staff Augmentation,Mobile App Development,Web Development,Custom Software Development","15,40,20,15,10","""Nickelfox is very cooperative and always ready to listen to our concerns.""",https://www.nickelfox.com/,https://clutch.co/profile/nickelfox
Topflight Apps,UX Design,"We strategize, design, and develop innovative apps",4.9,31 REVIEWS,No,"$50,000+",$100 - $149 / hr,10 - 49,"Irvine, CA","UX/UI Design,Mobile App Development,Web Development,AI Development,Wearable App Development","15,30,25,15,15","“Beyond development and design, they’re able to fill in key roles for early-stage startups.”",https://topflightapps.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/topflight-apps
Pragmatic DLT,UX Design,Top 1% on Upwork for OpenAI | Blockchain | ML,5.0,16 REVIEWS,No,"$5,000+",$50 - $99 / hr,10 - 49,"Dover, DE","UX/UI Design,AI Development,Blockchain,Custom Software Development","25,25,25,25","""They ultimately surpassed our initial expectations.""",https://pragmaticdlt.com/,https://clutch.co/profile/pragmatic-dlt
Think Company,UX Design,Thoughtful digital experiences that work.,4.9,17 REVIEWS,No,"$50,000+",$150 - $199 / hr,50 - 249,"Conshohocken, PA","UX/UI Design,Enterprise App Modernization,Product Design,Custom Software Development","20,30,30,20","""We were impressed by how fast Think Company understood our business model and specific requirements.""",https://www.thinkcompany.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/think-company
The SilverLogic,UX Design,Software Development - Let's Build it Together!,5.0,13 REVIEWS,No,"$10,000+",$100 - $149 / hr,50 - 249,"Boca Raton, FL","UX/UI Design,Mobile App Development,Custom Software Development,AI Development,Blockchain,Wearable App Development","20,25,20,15,15,5","""Very responsive.""",https://tsl.io/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/silverlogic
eDesign Interactive,UX Design,Award-Winning Web Design & Digital Marketing,4.9,30 REVIEWS,No,"$50,000+",$150 - $199 / hr,10 - 49,"Morristown, NJ","UX/UI Design,Web Design,Branding,Digital Strategy,Social Media Marketing","20,40,20,10,10",“Our website is 10 million steps up from where we came from.”,https://edesigninteractive.com/?utm_source=clutch.co&utm_medium=referral,https://clutch.co/profile/edesign-interactive
ArcTouch,UX Design,We create lovable apps ❤️ and digital experiences.,4.9,30 REVIEWS,No,"$50,000+",$50 - $99 / hr,250 - 999,"San Francisco, CA","UX/UI Design,Custom Software Development,Mobile App Development,IoT Development,Web Development","10,25,25,20,20","“ArcTouch’s UI/UX design is great, and they’ve developed a delightful app that users enjoy.”",https://arctouch.com/contact/?utm_source=clutch.co&utm_medium=referral&utm_campaign=agencies-ui-ux,https://clutch.co/profile/arctouch
HatchWorks,UX Design,Build the right digital product the right way,4.9,17 REVIEWS,No,"$75,000+",$50 - $99 / hr,50 - 249,"Atlanta, GA","UX/UI Design,Custom Software Development,BI & Big Data Consulting & SI,AI Development","20,50,20,10","""Their flexibility is impressive; they understand customer needs and create innovative solutions.""",https://www.hatchworks.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,https://clutch.co/profile/hatchworks
OAK'S LAB,UX Design,Empowered Product Teams. For Startups.,4.9,18 REVIEWS,No,"$25,000+",$50 - $99 / hr,50 - 249,"Prague, Czech Republic","UX/UI Design,Custom Software Development,Web Development,AI Development,Mobile App Development,Product Design","15,35,20,10,10,10","""They really put the process in a way that I can understand and help me focus on my responsibilities as a CEO.""",https://www.oakslab.com/oaks-digital?utm_source=clutch&utm_medium=referral&utm_campaign=directory&utm_id=directory,https://clutch.co/profile/oaks-lab
